lr-Adam,step,train/loss,epoch,val/loss,val/CER,val/IER,val/DER,val/SER,train/CER,train/IER,train/DER,train/SER,test/loss,test/CER,test/IER,test/DER,test/SER
1e-08,71424,,,,,,,,,,,,,,,,
,71473,1.0612316131591797,96.0,,,,,,,,,,,,,,
,71523,0.9583998918533324,96.0,,,,,,,,,,,,,,
,71573,0.8888034820556641,96.0,,,,,,,,,,,,,,
,71623,1.055758714675903,96.0,,,,,,,,,,,,,,
,71673,0.9216123223304749,96.0,,,,,,,,,,,,,,
,71723,0.9387553334236144,96.0,,,,,,,,,,,,,,
,71773,0.9658029675483704,96.0,,,,,,,,,,,,,,
,71823,1.0583107471466064,96.0,,,,,,,,,,,,,,
,71873,0.9637419581413268,96.0,,,,,,,,,,,,,,
,71923,0.9751567244529724,96.0,,,,,,,,,,,,,,
,71973,1.039698839187622,96.0,,,,,,,,,,,,,,
,72023,1.0812889337539673,96.0,,,,,,,,,,,,,,
,72073,0.8342862129211426,96.0,,,,,,,,,,,,,,
,72123,1.010453701019287,96.0,,,,,,,,,,,,,,
,72167,,96.0,0.9406127333641052,28.951929092407227,6.526350975036621,7.239022254943848,15.186555862426758,,,,,,,,,
,72167,,96.0,,,,,,31.29857063293457,9.816974639892578,5.886255741119385,15.595340728759766,,,,,
0.00011112,72168,,,,,,,,,,,,,,,,
,72173,0.8758789300918579,97.0,,,,,,,,,,,,,,
,72223,1.0127201080322266,97.0,,,,,,,,,,,,,,
,72273,0.8883883953094482,97.0,,,,,,,,,,,,,,
,72323,0.9032853245735168,97.0,,,,,,,,,,,,,,
,72373,0.7618560194969177,97.0,,,,,,,,,,,,,,
,72423,0.7922269105911255,97.0,,,,,,,,,,,,,,
,72473,0.829897403717041,97.0,,,,,,,,,,,,,,
,72523,1.2420779466629028,97.0,,,,,,,,,,,,,,
,72573,1.103011965751648,97.0,,,,,,,,,,,,,,
,72623,0.926294207572937,97.0,,,,,,,,,,,,,,
,72673,1.084829568862915,97.0,,,,,,,,,,,,,,
,72723,0.9390616416931152,97.0,,,,,,,,,,,,,,
,72773,0.9363877773284912,97.0,,,,,,,,,,,,,,
,72823,1.0047510862350464,97.0,,,,,,,,,,,,,,
