lr-Adam,step,train/loss,epoch,val/loss,val/CER,val/IER,val/DER,val/SER,train/CER,train/IER,train/DER,train/SER,test/loss,test/CER,test/IER,test/DER,test/SER
1e-08,29798,,,,,,,,,,,,,,,,
,29847,0.9495252370834352,40.0,,,,,,,,,,,,,,
,29897,0.886783242225647,40.0,,,,,,,,,,,,,,
,29947,0.904987931251526,40.0,,,,,,,,,,,,,,
,29997,0.8733333945274353,40.0,,,,,,,,,,,,,,
,30047,0.92295104265213,40.0,,,,,,,,,,,,,,
,30097,0.9153241515159608,40.0,,,,,,,,,,,,,,
,30147,1.0983672142028809,40.0,,,,,,,,,,,,,,
,30197,0.8928918838500977,40.0,,,,,,,,,,,,,,
,30247,0.8620469570159912,40.0,,,,,,,,,,,,,,
,30297,0.8851968050003052,40.0,,,,,,,,,,,,,,
,30347,0.8643518686294556,40.0,,,,,,,,,,,,,,
,30397,0.9144201278686525,40.0,,,,,,,,,,,,,,
,30447,0.8401086926460266,40.0,,,,,,,,,,,,,,
,30497,0.9139033555984496,40.0,,,,,,,,,,,,,,
,30541,,40.0,0.9311158657073976,28.095060348510746,5.580743789672852,7.623088359832764,14.891227722167969,,,,,,,,,
,30541,,40.0,,,,,,28.780553817749023,7.4025373458862305,6.482054233551025,14.895962715148926,,,,,
0.00011112,30542,,,,,,,,,,,,,,,,
,30547,0.9082634449005128,41.0,,,,,,,,,,,,,,
,30597,0.6959238052368164,41.0,,,,,,,,,,,,,,
,30647,0.9193878769874572,41.0,,,,,,,,,,,,,,
,30697,0.8163630962371826,41.0,,,,,,,,,,,,,,
,30747,0.8882461786270142,41.0,,,,,,,,,,,,,,
,30797,0.891211748123169,41.0,,,,,,,,,,,,,,
,30847,0.8213828206062317,41.0,,,,,,,,,,,,,,
,30897,0.7539858222007751,41.0,,,,,,,,,,,,,,
,30947,0.9580055475234984,41.0,,,,,,,,,,,,,,
,30997,0.8862317800521851,41.0,,,,,,,,,,,,,,
,31047,0.7764208316802979,41.0,,,,,,,,,,,,,,
,31097,0.9427425861358644,41.0,,,,,,,,,,,,,,
,31147,0.8692260980606079,41.0,,,,,,,,,,,,,,
,31197,0.8200252056121826,41.0,,,,,,,,,,,,,,
,31247,0.8293110728263855,41.0,,,,,,,,,,,,,,
,31285,,41.0,0.8480047583580017,25.98477554321289,5.300666809082031,7.374901294708252,13.309207916259766,,,,,,,,,
,31285,,41.0,,,,,,26.586355209350582,6.963843822479248,6.321933269500732,13.300578117370604,,,,,
0.00022223,31286,,,,,,,,,,,,,,,,
,31297,0.8357935547828674,42.0,,,,,,,,,,,,,,
,31347,0.7680841684341431,42.0,,,,,,,,,,,,,,
,31397,0.7524660229682922,42.0,,,,,,,,,,,,,,
,31447,1.028805136680603,42.0,,,,,,,,,,,,,,
,31497,0.7711558938026428,42.0,,,,,,,,,,,,,,
,31547,0.8559072017669678,42.0,,,,,,,,,,,,,,
,31597,0.9322301149368286,42.0,,,,,,,,,,,,,,
,31647,0.8386543989181519,42.0,,,,,,,,,,,,,,
,31697,0.7617194652557373,42.0,,,,,,,,,,,,,,
,31747,0.7779375314712524,42.0,,,,,,,,,,,,,,
,31797,0.6835759878158569,42.0,,,,,,,,,,,,,,
,31847,0.8902767896652222,42.0,,,,,,,,,,,,,,
,31897,0.796133279800415,42.0,,,,,,,,,,,,,,
,31947,0.6890177726745605,42.0,,,,,,,,,,,,,,
,31997,0.7143000364303589,42.0,,,,,,,,,,,,,,
,32029,,42.0,0.8479189276695251,25.86969566345215,5.2729363441467285,7.343011379241943,13.25374698638916,,,,,,,,,
,32029,,42.0,,,,,,26.081907272338867,6.689911842346191,6.468608856201172,12.923386573791504,,,,,
0.00033334,32030,,,,,,,,,,,,,,,,
,32047,0.7407084703445435,43.0,,,,,,,,,,,,,,
,32097,0.7218242883682251,43.0,,,,,,,,,,,,,,
,32147,0.7514885663986206,43.0,,,,,,,,,,,,,,
,32197,0.7461980581283569,43.0,,,,,,,,,,,,,,
,32247,0.6481161117553711,43.0,,,,,,,,,,,,,,
,32297,0.851060152053833,43.0,,,,,,,,,,,,,,
,32347,0.7717190980911255,43.0,,,,,,,,,,,,,,
,32397,0.9333469271659852,43.0,,,,,,,,,,,,,,
,32447,0.9362711310386658,43.0,,,,,,,,,,,,,,
,32497,0.9744386672973632,43.0,,,,,,,,,,,,,,
,32547,0.9404207468032836,43.0,,,,,,,,,,,,,,
,32597,0.8161356449127197,43.0,,,,,,,,,,,,,,
,32647,0.8844273686408997,43.0,,,,,,,,,,,,,,
,32697,0.7938423156738281,43.0,,,,,,,,,,,,,,
,32747,0.7779358625411987,43.0,,,,,,,,,,,,,,
,32773,,43.0,0.8587168455123901,26.46312522888184,5.681960105895996,7.263979434967041,13.517186164855955,,,,,,,,,
,32773,,43.0,,,,,,26.038610458374023,6.716151237487793,6.448226451873779,12.87423324584961,,,,,
0.00044445,32774,,,,,,,,,,,,,,,,
,32797,0.6870311498641968,44.0,,,,,,,,,,,,,,
,32847,0.7286213636398315,44.0,,,,,,,,,,,,,,
,32897,1.0232906341552734,44.0,,,,,,,,,,,,,,
,32947,0.9112749695777892,44.0,,,,,,,,,,,,,,
,32997,0.7785602807998657,44.0,,,,,,,,,,,,,,
,33047,0.7326353788375854,44.0,,,,,,,,,,,,,,
,33097,0.905732274055481,44.0,,,,,,,,,,,,,,
,33147,0.8486323356628418,44.0,,,,,,,,,,,,,,
,33197,0.7972174882888794,44.0,,,,,,,,,,,,,,
,33247,0.844455897808075,44.0,,,,,,,,,,,,,,
,33297,0.9912656545639038,44.0,,,,,,,,,,,,,,
,33347,0.9957916736602784,44.0,,,,,,,,,,,,,,
,33397,0.8162596225738525,44.0,,,,,,,,,,,,,,
,33447,0.6698029041290283,44.0,,,,,,,,,,,,,,
,33497,0.7558878660202026,44.0,,,,,,,,,,,,,,
,33517,,44.0,0.8529417514801025,26.122041702270508,5.991154193878174,6.953399181365967,13.177488327026367,,,,,,,,,
