lr-Adam,step,train/loss,epoch,val/loss,val/CER,val/IER,val/DER,val/SER,train/CER,train/IER,train/DER,train/SER,test/loss,test/CER,test/IER,test/DER,test/SER
1e-08,0,,,,,,,,,,,
,49,144.83370971679688,0,,,,,,,,,
,99,205.41525268554688,0,,,,,,,,,
,149,142.1106414794922,0,,,,,,,,,
,199,120.13655090332031,0,,,,,,,,,
,249,192.11074829101562,0,,,,,,,,,
,299,155.2818603515625,0,,,,,,,,,
,349,196.726318359375,0,,,,,,,,,
,399,128.4512481689453,0,,,,,,,,,
,449,175.02639770507812,0,,,,,,,,,
,499,132.2674102783203,0,,,,,,,,,
,549,183.75094604492188,0,,,,,,,,,
,599,195.06056213378906,0,,,,,,,,,
,649,206.6994171142578,0,,,,,,,,,
,699,237.9082489013672,0,,,,,,,,,
,743,,0,163.5673370361328,1905.9522705078125,0.015251723118126392,1827.2076416015625,78.7293930053711,,,,
,743,,0,,,,,,1908.044189453125,0.015470297075808048,1828.7105712890625,79.31814575195312
0.00011112,744,,,,,,,,,,,
,749,64.84757995605469,1,,,,,,,,,
,799,4.328729629516602,1,,,,,,,,,
,849,4.082904815673828,1,,,,,,,,,
,899,3.5365042686462402,1,,,,,,,,,
,949,3.5499463081359863,1,,,,,,,,,
,999,3.659238815307617,1,,,,,,,,,
,1049,3.59098744392395,1,,,,,,,,,
,1099,3.494814157485962,1,,,,,,,,,
,1149,3.475907802581787,1,,,,,,,,,
,1199,3.566964626312256,1,,,,,,,,,
,1249,3.462333917617798,1,,,,,,,,,
,1299,3.4824960231781006,1,,,,,,,,,
,1349,3.4241414070129395,1,,,,,,,,,
,1399,3.3333487510681152,1,,,,,,,,,
,1449,3.4712541103363037,1,,,,,,,,,
,1487,,1,3.411684274673462,100.0,100.0,0.0,0.0,,,,
,1487,,1,,,,,,105.2353515625,99.24675750732422,5.326408863067627,0.6621813178062439
0.00022223000000000002,1488,,,,,,,,,,,
,1499,3.757547378540039,2,,,,,,,,,
,1549,3.376185655593872,2,,,,,,,,,
,1599,3.359165668487549,2,,,,,,,,,
,1649,3.525982618331909,2,,,,,,,,,
,1699,3.258455276489258,2,,,,,,,,,
,1749,3.2585740089416504,2,,,,,,,,,
,1799,3.531083106994629,2,,,,,,,,,
,1849,3.302738666534424,2,,,,,,,,,
,1899,3.2574548721313477,2,,,,,,,,,
,1949,3.272784471511841,2,,,,,,,,,
,1999,3.2581048011779785,2,,,,,,,,,
,2049,3.270620346069336,2,,,,,,,,,
,2099,3.1703879833221436,2,,,,,,,,,
,2149,3.2440032958984375,2,,,,,,,,,
,2199,3.2027018070220947,2,,,,,,,,,
,2231,,2,3.219526767730713,100.0,100.0,0.0,0.0,,,,
,2231,,2,,,,,,100.0,100.0,0.0,0.0
0.00033334,2232,,,,,,,,,,,
