lr-Adam,step,train/loss,epoch,val/loss,val/CER,val/IER,val/DER,val/SER,train/CER,train/IER,train/DER,train/SER,test/loss,test/CER,test/IER,test/DER,test/SER
1e-08,0,,,,,,,,,,,,,,,,
,49,0.9495252370834351,0,,,,,,,,,,,,,,
,99,0.886783242225647,0,,,,,,,,,,,,,,
,149,0.9049879312515259,0,,,,,,,,,,,,,,
,199,0.8733333945274353,0,,,,,,,,,,,,,,
,249,0.9229510426521301,0,,,,,,,,,,,,,,
,299,0.9153241515159607,0,,,,,,,,,,,,,,
,349,1.0983672142028809,0,,,,,,,,,,,,,,
,399,0.8928918838500977,0,,,,,,,,,,,,,,
,449,0.8620469570159912,0,,,,,,,,,,,,,,
,499,0.8851968050003052,0,,,,,,,,,,,,,,
,549,0.8643518686294556,0,,,,,,,,,,,,,,
,599,0.9144201278686523,0,,,,,,,,,,,,,,
,649,0.8401086926460266,0,,,,,,,,,,,,,,
,699,0.9139033555984497,0,,,,,,,,,,,,,,
,743,,0,0.9311158657073975,28.095060348510742,5.580743789672852,7.623088359832764,14.891227722167969,,,,,,,,,
,743,,0,,,,,,28.780553817749023,7.4025373458862305,6.482054233551025,14.895962715148926,,,,,
0.00011112,744,,,,,,,,,,,,,,,,
,749,0.9082634449005127,1,,,,,,,,,,,,,,
,799,0.6959238052368164,1,,,,,,,,,,,,,,
,849,0.9193878769874573,1,,,,,,,,,,,,,,
,899,0.8163630962371826,1,,,,,,,,,,,,,,
,949,0.8882461786270142,1,,,,,,,,,,,,,,
,999,0.891211748123169,1,,,,,,,,,,,,,,
,1049,0.8213828206062317,1,,,,,,,,,,,,,,
,1099,0.7539858222007751,1,,,,,,,,,,,,,,
,1149,0.9580055475234985,1,,,,,,,,,,,,,,
,1199,0.8862317800521851,1,,,,,,,,,,,,,,
,1249,0.7764208316802979,1,,,,,,,,,,,,,,
,1299,0.9427425861358643,1,,,,,,,,,,,,,,
,1349,0.8692260980606079,1,,,,,,,,,,,,,,
,1399,0.8200252056121826,1,,,,,,,,,,,,,,
,1449,0.8293110728263855,1,,,,,,,,,,,,,,
,1487,,1,0.8480047583580017,25.98477554321289,5.300666809082031,7.374901294708252,13.309207916259766,,,,,,,,,
,1487,,1,,,,,,26.586355209350586,6.963843822479248,6.321933269500732,13.300578117370605,,,,,
0.00022223000000000002,1488,,,,,,,,,,,,,,,,
,1499,0.8357935547828674,2,,,,,,,,,,,,,,
,1549,0.7680841684341431,2,,,,,,,,,,,,,,
,1599,0.7524660229682922,2,,,,,,,,,,,,,,
,1649,1.028805136680603,2,,,,,,,,,,,,,,
,1699,0.7711558938026428,2,,,,,,,,,,,,,,
,1749,0.8559072017669678,2,,,,,,,,,,,,,,
,1799,0.9322301149368286,2,,,,,,,,,,,,,,
,1849,0.8386543989181519,2,,,,,,,,,,,,,,
,1899,0.7617194652557373,2,,,,,,,,,,,,,,
,1949,0.7779375314712524,2,,,,,,,,,,,,,,
,1999,0.6835759878158569,2,,,,,,,,,,,,,,
,2049,0.8902767896652222,2,,,,,,,,,,,,,,
