lr-Adam,step,train/loss,epoch,val/loss,val/CER,val/IER,val/DER,val/SER,train/CER,train/IER,train/DER,train/SER,test/loss,test/CER,test/IER,test/DER,test/SER
1e-08,0,,,,,,,,,,,,,,,,
,49,1.0612316131591797,0,,,,,,,,,,,,,,
,99,0.9583998918533325,0,,,,,,,,,,,,,,
,149,0.8888034820556641,0,,,,,,,,,,,,,,
,199,1.0557587146759033,0,,,,,,,,,,,,,,
,249,0.9216123223304749,0,,,,,,,,,,,,,,
,299,0.9387553334236145,0,,,,,,,,,,,,,,
,349,0.9658029675483704,0,,,,,,,,,,,,,,
,399,1.0583107471466064,0,,,,,,,,,,,,,,
,449,0.9637419581413269,0,,,,,,,,,,,,,,
,499,0.9751567244529724,0,,,,,,,,,,,,,,
,549,1.039698839187622,0,,,,,,,,,,,,,,
,599,1.0812889337539673,0,,,,,,,,,,,,,,
,649,0.8342862129211426,0,,,,,,,,,,,,,,
,699,1.010453701019287,0,,,,,,,,,,,,,,
,743,,0,0.9406127333641052,28.951929092407227,6.526350975036621,7.239022254943848,15.186555862426758,,,,,,,,,
,743,,0,,,,,,31.29857063293457,9.816974639892578,5.886255741119385,15.595340728759766,,,,,
0.00011112,744,,,,,,,,,,,,,,,,
,749,0.8758789300918579,1,,,,,,,,,,,,,,
,799,1.0127201080322266,1,,,,,,,,,,,,,,
,849,0.8883883953094482,1,,,,,,,,,,,,,,
,899,0.9032853245735168,1,,,,,,,,,,,,,,
,949,0.7618560194969177,1,,,,,,,,,,,,,,
,999,0.7922269105911255,1,,,,,,,,,,,,,,
,1049,0.829897403717041,1,,,,,,,,,,,,,,
,1099,1.2420779466629028,1,,,,,,,,,,,,,,
,1149,1.103011965751648,1,,,,,,,,,,,,,,
,1199,0.926294207572937,1,,,,,,,,,,,,,,
,1249,1.084829568862915,1,,,,,,,,,,,,,,
,1299,0.9390616416931152,1,,,,,,,,,,,,,,
,1349,0.9363877773284912,1,,,,,,,,,,,,,,
,1399,1.0047510862350464,1,,,,,,,,,,,,,,
,1449,0.8175212144851685,1,,,,,,,,,,,,,,
,1487,,1,0.9266594052314758,28.35295295715332,5.941239356994629,7.50107479095459,14.910638809204102,,,,,,,,,
,1487,,1,,,,,,30.525739669799805,8.774563789367676,6.276657581329346,15.474518775939941,,,,,
0.00022223000000000002,1488,,,,,,,,,,,,,,,,
,1499,0.8268781900405884,2,,,,,,,,,,,,,,
,1549,0.9576672315597534,2,,,,,,,,,,,,,,
,1599,0.9138517379760742,2,,,,,,,,,,,,,,
,1649,1.0059001445770264,2,,,,,,,,,,,,,,
,1699,0.8803627490997314,2,,,,,,,,,,,,,,
,1749,0.9555273652076721,2,,,,,,,,,,,,,,
,1799,0.9302879571914673,2,,,,,,,,,,,,,,
,1849,1.0606485605239868,2,,,,,,,,,,,,,,
,1899,1.0172960758209229,2,,,,,,,,,,,,,,
,1949,1.0768399238586426,2,,,,,,,,,,,,,,
,1999,0.7546396255493164,2,,,,,,,,,,,,,,
,2049,1.0500702857971191,2,,,,,,,,,,,,,,
,2099,0.8821204900741577,2,,,,,,,,,,,,,,
,2149,0.9215889573097229,2,,,,,,,,,,,,,,
,2199,1.0141528844833374,2,,,,,,,,,,,,,,
,2231,,2,0.9273157119750977,28.576181411743164,6.257365703582764,7.3956990242004395,14.923117637634277,,,,,,,,,
,2231,,2,,,,,,30.600086212158203,8.834477424621582,6.212862491607666,15.552745819091797,,,,,
0.00033334,2232,,,,,,,,,,,,,,,,
,2249,1.0435490608215332,3,,,,,,,,,,,,,,
,2299,0.8584434986114502,3,,,,,,,,,,,,,,
,2349,1.0752127170562744,3,,,,,,,,,,,,,,
,2399,1.0077495574951172,3,,,,,,,,,,,,,,
,2449,0.9264861345291138,3,,,,,,,,,,,,,,
,2499,1.036328911781311,3,,,,,,,,,,,,,,
,2549,0.8703739643096924,3,,,,,,,,,,,,,,
,2599,1.1223022937774658,3,,,,,,,,,,,,,,
