lr-Adam,step,train/loss,epoch,val/loss,val/CER,val/IER,val/DER,val/SER,train/CER,train/IER,train/DER,train/SER
1e-08,0,,,,,,,,,,,
,49,199.14459228515625,0,,,,,,,,,
,99,146.13754272460938,0,,,,,,,,,
,149,194.60140991210938,0,,,,,,,,,
,199,140.8449249267578,0,,,,,,,,,
,249,194.151611328125,0,,,,,,,,,
,299,194.87100219726562,0,,,,,,,,,
,349,159.3328094482422,0,,,,,,,,,
,399,236.8708038330078,0,,,,,,,,,
,449,181.51434326171875,0,,,,,,,,,
,499,140.57510375976562,0,,,,,,,,,
,549,129.72886657714844,0,,,,,,,,,
,599,259.17938232421875,0,,,,,,,,,
,649,189.19227600097656,0,,,,,,,,,
,699,197.470458984375,0,,,,,,,,,
,743,,0,168.8004150390625,2559.16552734375,0.03604952618479729,2507.506591796875,51.622920989990234,,,,
,743,,0,,,,,,2494.342041015625,0.02995140105485916,2439.90625,54.405914306640625
0.00011112,744,,,,,,,,,,,
,749,122.8912353515625,1,,,,,,,,,
,799,5.129769325256348,1,,,,,,,,,
,849,4.239597797393799,1,,,,,,,,,
,899,3.7076666355133057,1,,,,,,,,,
,949,3.6946029663085938,1,,,,,,,,,
,999,3.7434988021850586,1,,,,,,,,,
,1049,3.7664506435394287,1,,,,,,,,,
,1099,3.5191969871520996,1,,,,,,,,,
,1149,3.4948487281799316,1,,,,,,,,,
,1199,3.474444627761841,1,,,,,,,,,
,1249,4.178685188293457,1,,,,,,,,,
,1299,3.4629924297332764,1,,,,,,,,,
,1349,3.5869927406311035,1,,,,,,,,,
,1399,3.431922435760498,1,,,,,,,,,
,1449,3.4366021156311035,1,,,,,,,,,
,1487,,1,3.4695751667022705,100.0,100.0,0.0,0.0,,,,
,1487,,1,,,,,,113.63603973388672,98.54132843017578,13.961729049682617,1.1329811811447144
0.00022223000000000002,1488,,,,,,,,,,,
,1499,3.456026315689087,2,,,,,,,,,
,1549,3.3575479984283447,2,,,,,,,,,
